,Date,Adj Close,Close,High,Low,Open,Volume,5d_close_pct,5d_future_close,5d_future_close_pct,ma14,rsi14,ma3,rsi3
14,2010-01-25,7.871420383453369,11.9375,12.135000228881836,11.920000076293944,12.102499961853027,21731600,-0.05539068801820546,12.637499809265137,-0.03970365077547633,12.740892682756696,18.244817123666568,12.076666514078775,7.635856969815939
15,2010-01-26,8.113744735717773,12.30500030517578,12.392499923706056,12.02750015258789,12.125,25260000,-0.03281584179552999,12.72249984741211,-0.032509489241030254,12.678214141300746,30.88015989406392,12.09250005086263,55.75448151255401
16,2010-01-27,8.202760696411133,12.4399995803833,12.442500114440918,12.19499969482422,12.287500381469728,17494400,-0.004401785168429373,12.494999885559082,-0.026110681226738985,12.615892682756696,34.862697791085175,12.227499961853027,65.62283768934552
17,2010-01-28,8.079126358032227,12.2524995803833,12.454999923706056,12.217499732971191,12.454999923706056,13256400,-0.0004079228688891323,12.25749969482422,-0.04796118875151689,12.542856965746198,32.09658117114586,12.332499821980795,44.804100450355534
18,2010-01-29,8.037914276123047,12.1899995803833,12.300000190734863,12.172499656677246,12.2475004196167,23262800,0.01287908059296905,12.03499984741211,-0.03739250139265826,12.473571232386998,31.20771795165485,12.294166247049967,38.670089353029205
19,2010-02-01,8.115394592285156,12.307499885559082,12.322500228881836,12.135000228881836,12.162500381469728,11096400,0.030994754811231928,11.9375,-0.05539068801820546,12.413392680031913,34.86002601431689,12.24999968210856,55.75297140694543
20,2010-02-02,8.173088073730469,12.395000457763672,12.397500038146973,12.175000190734863,12.302499771118164,10453600,0.007314112178447907,12.30500030517578,-0.03281584179552999,12.382321289607457,37.52028140653494,12.297499974568685,66.2529383697693
21,2010-02-03,8.143417358398438,12.350000381469728,12.369999885559082,12.272500038146973,12.324999809265137,15056800,-0.0072346625361220385,12.4399995803833,-0.004401785168429373,12.344821316855294,36.690401487620356,12.350833574930826,56.001254736770214
22,2010-02-04,7.915928363800049,12.005000114440918,12.282500267028809,11.99250030517578,12.25749969482422,18499600,-0.020199916296152254,12.2524995803833,-0.0004079228688891323,12.309285640716553,31.024766901888505,12.25000031789144,20.1482718693987
23,2010-02-05,7.813725471496582,11.850000381469728,12.0,11.6850004196167,11.982500076293944,25320000,-0.027891649763525428,12.1899995803833,0.01287908059296905,12.25303568158831,28.867973267481606,12.068333625793457,14.07542987979356
24,2010-02-08,7.729652881622314,11.72249984741211,12.324999809265137,11.717499732971191,11.84749984741211,9212400,-0.047531996228850515,12.307499885559082,0.030994754811231928,12.181607110159737,27.193308611444785,11.859166781107584,10.25980547060526
25,2010-02-09,7.658769130706787,11.614999771118164,11.832500457763672,11.579999923706056,11.795000076293944,29608800,-0.06292865331497022,12.395000457763672,0.007314112178447907,12.118749959128243,25.83261191124166,11.729166666666666,7.640375996441703
26,2010-02-10,7.569753646850586,11.479999542236328,11.619999885559082,11.447500228881836,11.619999885559082,18621200,-0.07044540990774162,12.350000381469728,-0.0072346625361220385,12.063214233943395,24.195267210191695,11.605833053588867,5.159163860879494
27,2010-02-11,7.576344966888428,11.489999771118164,11.522500038146973,11.36750030517578,11.4975004196167,17407600,-0.04289882035929804,12.005000114440918,-0.020199916296152254,12.024285657065255,24.57662959381879,11.528333028157553,8.4622220552693
28,2010-02-12,7.512052536010742,11.392499923706056,11.457500457763672,11.322500228881836,11.40250015258789,13014800,-0.03860763232371556,11.850000381469728,-0.027891649763525428,11.985357080187116,23.343560778010435,11.454166412353516,5.606578430118915
29,2010-02-16,7.645580768585205,11.595000267028809,11.59749984741211,11.454999923706056,11.454999923706056,11662400,-0.010876483859494135,11.72249984741211,-0.047531996228850515,11.934642791748047,31.078008680917986,11.492499987284342,53.98393615803079
30,2010-02-17,7.54502534866333,11.442500114440918,11.649999618530272,11.425000190734863,11.619999885559082,11451200,-0.014851455882606501,11.614999771118164,-0.06292865331497022,11.86339282989502,28.727270615625024,11.476666768391928,34.18990980145189
31,2010-02-18,7.5400776863098145,11.4350004196167,11.475000381469728,11.392499923706056,11.462499618530272,11796000,-0.0039197843566171064,11.479999542236328,-0.07044540990774162,11.805000032697405,28.61264884372262,11.490833600362143,33.289497521879
32,2010-02-19,7.728006839752197,11.720000267028809,11.770000457763672,11.425000190734863,11.457500457763672,16754400,0.020017449999327752,11.489999771118164,-0.04289882035929804,11.771428653172084,38.633206732903155,11.532500267028809,73.32849782809512
33,2010-02-22,7.718118190765381,11.704999923706056,11.8100004196167,11.6875,11.789999961853027,13581200,0.027430327153194378,11.392499923706056,-0.03860763232371556,11.728392941611153,38.32825511819514,11.620000203450521,70.01105485887945
34,2010-02-23,7.714816570281982,11.699999809265137,11.755000114440918,11.65999984741211,11.702500343322754,14850000,0.009055587737665016,11.595000267028809,-0.010876483859494135,11.678750038146973,38.2199562809589,11.708333333333334,68.4624064102649
35,2010-02-24,7.841454029083252,11.765000343322754,11.822500228881836,11.699999809265137,11.760000228881836,23348400,0.028184419983079412,11.442500114440918,-0.014851455882606501,11.636964321136475,40.57081319665102,11.723333358764648,77.96630499963969
36,2010-02-25,7.811461925506592,11.720000267028809,11.739999771118164,11.5625,11.675000190734863,12076000,0.02492346628367348,11.4350004196167,-0.0039197843566171064,11.616607189178467,39.451572952941994,11.728333473205566,59.38299984404056
37,2010-02-26,7.726482391357422,11.592499732971191,11.767499923706056,11.592499732971191,11.7475004196167,13330000,-0.010878884910634934,11.720000267028809,0.020017449999327752,11.598214285714286,36.388500944087184,11.692500114440918,29.499868663083383
38,2010-03-01,7.894773960113525,11.845000267028809,11.927499771118164,11.699999809265137,11.739999771118164,14040800,0.011960729964569206,11.704999923706056,0.027430327153194378,11.606964315686907,45.425382037802194,11.71916675567627,71.74204377152286
39,2010-03-02,7.863116264343262,11.797499656677246,12.0,11.795000076293944,11.859999656677246,12073200,0.008333320427484026,11.699999809265137,0.009055587737665016,11.62000002179827,44.15457327141029,11.744999885559082,61.366398191408464
40,2010-03-03,7.819791793823242,11.732500076293944,11.864999771118164,11.6875,11.792499542236328,12189600,-0.0027624535554948704,11.765000343322754,0.028184419983079412,11.638035774230957,42.40630493569153,11.791666666666666,47.319407271638816
41,2010-03-04,7.873114585876465,11.8125,11.832500457763672,11.69499969482422,11.734999656677246,9306400,0.00789246850372649,11.720000267028809,0.02492346628367348,11.661071504865374,45.27812404095585,11.78083324432373,62.96862884623577
42,2010-03-05,7.939761161804199,11.912500381469728,11.925000190734863,11.8149995803833,11.864999771118164,9364800,0.02760411092254733,11.592499732971191,-0.010878884910634934,11.698214394705635,48.72023548460182,11.819166819254557,76.21601218421871
43,2010-03-08,7.956424713134766,11.9375,11.962499618530272,11.887499809265137,11.9375,7573600,0.007809179475383399,11.845000267028809,0.011960729964569206,11.722678661346436,49.5741871038688,11.887500127156576,79.0291975184177
44,2010-03-09,7.834787368774414,11.755000114440918,11.914999961853027,11.732500076293944,11.899999618530272,11987600,-0.0036024194509955976,11.797499656677246,0.008333320427484026,11.745000089917864,43.83532986541417,11.868333498636881,34.43249993955525
45,2010-03-10,7.826457023620605,11.74250030517578,11.797499656677246,11.6850004196167,11.744999885559082,7936400,0.0008523527651231877,11.732500076293944,-0.0027624535554948704,11.766964367457799,43.464199085698446,11.8116668065389,32.54563864875454
46,2010-03-11,7.89310884475708,11.842499732971191,11.859999656677246,11.675000190734863,11.72249984741211,11961600,0.0025396599340690162,11.8125,0.00789246850372649,11.775714329310826,47.307713809827774,11.78000005086263,59.30582211426755
47,2010-03-12,7.843117713928223,11.767499923706056,11.899999618530272,11.737500190734863,11.895000457763672,10052000,-0.012172126180094334,11.912500381469728,0.02760411092254733,11.780178615025111,44.84525580248802,11.78416665395101,41.00502414178223
48,2010-03-15,7.88310956954956,11.827500343322754,11.827500343322754,11.704999923706056,11.78499984741211,6087200,-0.009214630925842626,11.9375,0.007809179475383399,11.789285796029228,47.21251939690418,11.8125,56.947518520568885
49,2010-03-16,7.973088264465332,11.962499618530272,11.979999542236328,11.774999618530272,11.835000038146973,6906000,0.017652020592874518,11.755000114440918,-0.0036024194509955976,11.803392887115479,52.18517257153687,11.852499961853027,77.48337815348033
50,2010-03-17,8.00141429901123,12.005000114440918,12.022500038146973,11.960000038146973,12.022500038146973,9468800,0.02235467766174426,11.74250030517578,0.0008523527651231877,11.823750019073486,53.665008498327126,11.931666692097982,81.62286357771067
51,2010-03-18,7.993082046508789,11.99250030517578,12.045000076293944,11.947500228881836,12.017499923706056,11521200,0.012666293062010059,11.842499732971191,0.0025396599340690162,11.85232148851667,53.14405407805791,11.986666679382324,75.49952869157472
52,2010-03-19,8.024744033813477,12.039999961853027,12.140000343322754,11.952500343322754,12.039999961853027,13207200,0.02315700360430939,11.767499923706056,-0.012172126180094334,11.866250038146973,54.93435439993172,12.012500127156576,82.83819914906985
53,2010-03-22,7.971422672271728,11.960000038146973,12.042499542236328,11.912500381469728,12.022500038146973,8700000,0.011202679431670637,11.827500343322754,-0.009214630925842626,11.877857208251953,51.37403743738575,11.99750010172526,47.1551274969583
